,adapter,advertised,affordable,air,amazing,amazon,antenna,apple,audio,awesome,backup,bad,bag,bang,basic,batteries,battery,beat,best,better,big,bit,black,bluetooth,bought,box,brand,buck,built,buy,cable,cables,camera,canon,car,card,case,charge,charger,charging,charm,cheap,choice,class,clear,comfortable,compact,computer,connection,convenient,cool,cooler,cord,cost,cover,customer,deal,decent,described,design,device,devices,did,didn,digital,disappointed,does,doesn,don,drive,drives,durable,dvd,ear,easy,effective,exactly,excellent,expected,expensive,external,extra,failed,fan,fantastic,far,fast,features,filter,finally,fine,fit,fits,flash,functional,galaxy,garmin,gb,gets,gift,good,got,gps,great,handy,happy,hard,hd,hdmi,headphones,headset,heavy,high,highly,home,hub,impressed,inch,inexpensive,install,ipad,iphone,ipod,issues,item,job,junk,just,keyboard,kindle,kit,laptop,large,lens,life,light,like,little,logitech,long,look,looking,looks,lot,lots,love,low,mac,macbook,make,makes,media,memory,micro,mini,mm,modem,money,monitor,months,mount,mouse,mp,music,need,needed,needs,new,nexus,nice,nikon,ok,okay,old,outstanding,pay,pc,perfect,perfectly,performance,phone,picture,piece,play,player,pleased,plug,poor,port,portable,power,pretty,price,pro,problem,problems,product,protection,protector,ps,purchase,quality,quick,quiet,quite,radio,range,read,real,really,recommend,recommended,reliable,remote,replacement,review,right,roku,router,samsung,sandisk,say,says,screen,sd,seagate,second,service,set,setup,short,signal,simple,simply,size,slow,small,smart,software,solid,solution,sony,sound,space,speaker,speakers,speed,ssd,stand,stars,storage,streaming,strong,sturdy,stylus,super,support,supposed,sure,switch,tablet,tb,terrible,thing,time,tiny,touch,travel,tripod,tv,unit,update,upgrade,usb,use,used,useful,using,value,ve,video,wall,want,wanted,way,wd,wifi,windows,wireless,wish,wonderful,work,worked,working,works,worth,wow,wrong,year,years
685,0,2,0,1,0,2,0,0,0,2,0,1,0,0,3,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,7,1,3,0,0,2,0,0,11,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,3,2,4,0,0,0,0,0,0,1,24,0,0,36,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,4,0,4,0,29,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,8,0,8,5,0,1,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,1,4,14,14,37,0,0,1,0,0,0,0,0,2,0,3,2,1,0,0,0,1,1,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,3,3,0,27,3,0,1,0,0
686,0,5,0,0,1,3,0,0,0,4,0,4,0,0,1,0,0,1,15,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,2,2,1,0,0,1,6,1,0,0,0,2,0,0,22,1,3,13,1,0,0,0,0,0,1,6,1,0,0,0,1,4,5,0,0,0,0,0,0,0,27,0,0,42,0,1,1,6,0,0,0,0,0,2,0,0,2,1,0,8,0,0,0,0,2,4,1,2,0,25,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,3,0,1,0,7,0,2,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,44,17,47,0,0,3,0,0,0,0,0,0,1,3,1,2,0,0,1,3,1,0,0,0,0,0,2,51,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,2,0,8,3,1,1,1,0
687,52,8,0,0,3,1,0,0,0,7,0,4,0,0,1,0,0,0,4,0,0,3,0,0,5,1,0,0,1,4,24,1,0,0,0,1,2,0,0,0,2,15,0,0,0,0,0,1,3,0,5,0,0,0,0,2,3,0,6,2,5,3,6,7,0,0,22,6,6,6,5,0,0,0,3,2,4,12,6,0,2,1,2,0,1,0,1,0,0,0,9,2,4,5,1,10,0,2,1,0,45,5,0,119,13,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,10,6,1,13,5,3,0,0,1,0,2,0,10,15,0,7,0,2,3,1,0,5,0,0,0,1,3,2,0,32,2,0,0,2,0,1,0,1,0,0,4,9,2,0,32,13,0,2,3,0,0,3,1,16,8,0,9,0,1,0,0,0,2,3,1,1,1,2,19,3,1,1,28,0,0,1,2,11,1,0,0,0,0,3,0,6,2,2,0,0,0,1,5,0,0,10,0,0,3,0,1,0,0,1,0,0,2,0,4,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,5,2,0,0,2,0,0,2,5,2,0,25,0,0,3,4,0,0,0,0,0,1,0,0,81,8,3,3,3,0,0,0,0,2,1,2,0,0,1,1,0,1,26,17,2,149,3,0,5,0,0
688,0,1,0,0,2,3,0,0,0,6,0,5,0,0,0,0,0,1,6,4,1,2,2,0,2,0,0,0,3,6,0,1,1,0,0,0,86,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,30,2,0,5,0,6,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,10,2,0,0,0,0,1,2,2,0,0,0,1,1,18,2,0,1,0,0,0,0,0,27,0,0,62,2,2,1,29,0,0,0,1,3,0,0,0,1,4,2,0,0,0,0,0,1,1,0,5,0,37,0,0,0,1,0,1,5,2,0,0,2,4,4,0,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,23,0,2,2,0,1,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,1,1,19,0,0,0,12,6,0,0,1,8,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,1,1,0,0
689,0,0,0,0,2,0,0,7,0,5,0,4,0,1,0,0,0,1,28,3,1,1,0,0,3,0,0,1,1,5,0,0,0,0,0,0,124,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,1,3,0,0,2,0,0,0,5,2,2,0,0,3,0,0,2,0,1,19,1,0,0,0,0,0,4,4,0,1,0,1,0,20,8,0,3,0,0,0,0,0,57,1,0,85,1,3,1,0,0,0,0,1,2,0,0,0,0,0,5,0,68,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,8,2,0,1,4,2,1,1,0,21,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,12,0,23,0,3,1,0,0,1,0,20,3,0,0,0,0,0,0,1,0,0,0,0,0,6,24,0,1,1,17,9,1,0,2,15,0,0,1,0,0,0,0,5,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,2,0,0,0,5,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,1,1,1,20,3,1,0,0,3,0,0,0,0,0,0,0,1,0,2,23,0,1,1,0,0
690,1,9,0,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,14,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,1,3,1,0,1,0,0,1,1,0,1,1,4,1,1,0,0,0,3,1,2,10,8,1,0,0,4,0,7,8,4,0,8,0,0,0,2,4,12,1,0,1,0,0,0,0,1,0,0,0,0,0,17,0,0,44,3,2,9,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,6,3,0,1,0,2,1,0,2,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,2,1,0,0,7,0,0,0,2,0,0,1,2,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,2,0,16,0,0,0,1,2,4,0,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,6,2,0,0,1,0,0,4,0,0,0,1,0,0,1,0,2,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,16,6,2,3,0,3,3,0,0,0,3,2,0,0,1,0,1,0,3,2,2,35,1,1,0,0,0
691,0,3,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,1,0,3,0,0,0,6,1,3,0,0,0,0,0,9,0,0,11,2,0,0,0,1,0,1,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,17,1,0,33,0,0,0,0,0,0,0,0,5,0,3,0,2,0,0,2,0,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,3,0,0,9,1,2,1,0,1,0,0,0,0,1,0,0,5,1,4,0,0,3,15,0,0,0,0,1,3,0,1,0,15,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,8,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,0,1,0,0,0,1,0,4,0,0,0,0,0,2,2,1,0,0,0,1,2,0,0,1,0,1,1,2,0,8,0,19,0,0,7,8,1,24,4,3,0,1,0
692,1,3,0,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,3,0,1,0,8,0,0,1,0,0,41,0,0,0,0,2,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,5,0,5,0,0,0,0,0,1,0,2,10,2,0,0,1,2,0,1,8,22,0,0,0,5,1,1,0,0,22,1,16,0,0,25,1,1,60,0,3,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,15,8,1,0,0,2,0,1,0,0,0,2,3,0,1,0,0,2,0,1,0,0,1,0,0,7,4,1,6,0,0,0,0,1,0,0,0,0,0,0,10,1,0,1,17,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,16,5,0,1,0,14,0,0,3,1,0,0,0,0,0,1,0,3,1,0,2,0,0,0,1,0,0,6,0,0,0,5,0,0,0,0,2,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,4,4,1,60,1,0,0,0,0
693,0,8,0,0,4,1,0,0,0,10,14,4,3,0,1,2,30,0,8,1,1,1,1,0,3,0,2,0,1,5,1,0,0,0,1,0,1,20,54,6,1,0,0,0,0,0,26,0,0,12,1,0,1,0,0,6,1,3,3,1,11,3,1,1,0,1,5,2,4,0,0,0,0,0,4,2,1,7,1,0,9,1,0,0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,12,24,4,0,128,15,3,0,0,0,0,0,1,3,3,3,0,1,0,0,0,0,18,0,0,3,2,1,6,0,0,0,0,0,0,5,5,7,18,0,1,0,0,1,1,2,16,1,0,0,2,0,0,0,0,5,0,0,1,0,1,0,0,0,0,6,8,2,0,1,16,0,4,0,0,1,1,0,20,3,1,12,0,0,0,0,0,0,0,1,27,18,2,4,0,0,0,44,0,0,0,0,7,6,0,2,0,0,2,0,8,3,3,3,0,2,2,1,0,0,0,0,1,1,0,0,0,2,4,0,0,2,0,0,0,10,0,17,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,1,4,4,1,0,3,0,0,1,1,0,3,5,1,6,0,2,1,0,1,0,0,2,0,0,0,0,1,1,6,4,1,57,1,0,1,0,0
694,0,0,0,0,1,0,0,0,0,7,0,7,1,0,0,0,0,0,8,9,1,3,0,5,3,0,0,0,1,3,0,0,0,0,0,0,51,0,0,0,0,1,1,0,0,2,0,0,0,2,2,0,0,0,8,1,1,2,1,4,0,0,0,2,0,2,3,2,1,0,0,0,0,0,6,1,1,9,3,0,0,0,0,0,0,3,0,1,0,0,2,1,1,0,2,0,0,0,1,0,36,0,0,49,1,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,37,0,0,1,1,2,0,0,48,0,0,1,0,0,1,0,7,4,0,0,1,2,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,21,0,1,2,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,4,7,8,1,0,22,1,0,0,3,8,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,0,0,0,3,0,0,10,1,1,1,2,1,0,0,2,0,3,0,0,0,0,0,2,4,1,0,20,0,0,0,2,0
695,0,4,1,0,1,0,0,0,0,10,2,1,0,0,1,0,0,1,7,3,3,2,0,0,7,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,2,1,1,0,1,1,0,0,0,0,1,0,64,7,2,0,0,3,1,1,13,2,1,0,0,1,0,1,3,71,0,0,1,1,0,1,39,0,0,0,16,0,1,41,0,0,65,0,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4,2,2,0,2,0,0,0,0,4,0,0,1,3,5,0,0,0,1,1,0,1,6,3,0,1,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,11,0,2,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,2,25,3,0,0,10,0,0,0,0,1,3,0,1,0,0,6,2,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,5,2,0,1,10,0,0,0,1,0,0,13,0,0,4,2,0,2,4,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,54,1,2,0,1,8,1,0,0,0,0,1,0,0,2,1,0,0,5,3,3,22,1,1,0,0,0
696,29,5,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,4,0,2,0,49,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,6,2,0,4,0,0,13,4,0,0,0,0,0,0,13,1,1,7,1,1,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,1,0,19,1,0,52,2,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2,2,4,0,3,1,0,0,4,0,0,1,0,4,6,0,0,0,0,0,0,0,1,2,12,1,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,2,1,2,0,0,2,0,0,1,0,0,0,5,5,7,1,0,0,0,5,0,0,5,0,0,0,0,1,4,5,2,0,7,0,0,1,0,2,4,0,0,0,4,0,0,1,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,2,0,1,0,4,0,1,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,16,4,1,1,0,1,1,0,0,0,0,0,0,0,18,1,0,0,13,6,2,79,0,0,0,0,0
697,1,3,3,0,0,1,0,0,2,3,0,5,0,0,1,0,0,3,2,5,1,0,1,0,3,0,1,0,0,8,108,7,1,0,0,0,1,0,0,0,2,5,1,1,1,0,0,0,4,0,1,0,2,2,0,0,3,0,7,1,1,1,2,3,0,0,12,0,3,0,0,1,0,0,1,4,4,13,6,0,0,0,0,0,2,3,1,0,0,0,8,3,1,0,1,0,0,0,2,0,56,1,0,141,1,1,1,24,54,0,0,1,10,1,0,0,0,0,3,0,0,0,0,0,2,7,0,9,0,38,0,0,0,0,1,1,4,4,0,1,1,1,5,0,0,6,4,0,0,0,0,0,0,23,1,0,0,4,0,3,0,0,0,0,1,4,0,0,4,18,0,1,0,0,0,0,0,30,9,2,4,1,0,0,1,1,1,0,1,0,0,2,39,0,0,1,27,0,0,0,1,37,1,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,4,0,0,3,0,1,1,2,0,1,0,3,1,0,8,0,1,0,1,0,0,0,0,12,0,0,0,0,3,1,0,0,8,0,2,0,0,0,0,0,0,0,0,1,1,5,9,6,118,0,0,2,1,0
698,0,1,0,1,11,0,0,0,5,5,0,1,0,0,0,0,8,0,5,7,26,2,0,9,1,8,0,0,1,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,10,0,1,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,52,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,5,0,3,6,2,4,0,2,1,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,0,1,1,0,1,1,0,2,1,1,2,0,0,1,0,0,0,2,0,4,1,4,2,0,0,0,8,0,0,0,0,14,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,8,1,0,1,0,0,56,0,28,2,0,0,0,1,0,1,0,0,0,3,1,0,0,0,1,0,1,1,2,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,1,2,0,0,0,0,5,0,1,1,1,0,6,1,1,0,0,0
699,0,0,1,0,2,2,0,2,1,8,0,0,0,0,1,0,0,0,5,3,0,1,0,0,0,0,2,0,2,1,76,33,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,4,0,3,12,1,1,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0,0,1,0,32,0,0,59,0,2,0,1,41,0,0,2,14,0,0,0,0,0,1,1,0,0,0,1,1,4,0,6,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,11,0,3,1,0,0,2,1,7,5,0,0,0,0,0,0,2,1,0,0,0,0,0,21,0,0,2,10,0,0,0,4,55,0,0,1,0,0,0,0,2,0,0,1,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,19,1,1,0,0,0
700,19,39,0,0,5,1,0,33,0,14,1,5,1,0,0,0,1,2,15,12,1,3,3,2,10,1,0,0,3,6,5,0,0,0,170,0,0,38,292,28,10,10,3,0,0,0,4,0,1,6,6,0,0,6,0,2,6,2,18,8,21,22,2,9,0,1,73,15,5,2,0,4,0,0,5,4,6,43,26,1,0,2,1,0,5,30,43,0,0,8,35,9,3,0,6,13,4,0,7,1,172,5,5,394,8,3,1,0,0,0,2,6,10,4,1,0,0,0,2,0,38,68,6,4,14,28,5,34,0,2,1,0,0,0,2,10,27,24,0,6,5,7,15,2,0,25,3,0,0,0,1,0,0,1,3,0,0,7,0,5,0,0,0,1,3,13,6,5,7,52,0,3,2,0,2,0,0,45,22,2,15,0,3,0,0,2,10,2,23,1,24,5,33,0,2,3,115,0,0,0,3,30,3,0,1,9,0,1,0,6,4,2,7,0,4,5,7,0,0,8,0,1,11,0,0,0,3,4,0,0,2,0,9,4,1,2,7,0,0,13,4,0,0,0,0,0,2,0,1,16,0,0,2,4,0,5,2,6,2,0,6,0,1,2,14,0,6,1,0,0,4,0,0,90,16,4,6,4,18,5,0,1,3,0,0,0,0,0,0,3,3,45,17,10,470,3,1,3,1,0
701,0,4,1,0,2,10,0,0,0,1,0,3,0,1,0,0,0,1,5,2,1,1,2,0,2,0,0,1,0,2,0,0,0,0,0,0,114,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,1,79,0,2,3,1,4,1,0,2,2,0,0,8,4,0,0,0,4,0,0,6,0,4,13,1,1,0,0,0,0,0,1,0,0,0,0,1,13,14,0,2,0,0,0,1,3,49,1,0,96,2,1,1,0,0,0,0,3,2,0,0,0,0,1,4,0,0,0,0,1,1,3,0,3,0,68,0,0,0,0,0,4,5,7,0,1,0,1,3,0,0,20,0,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,1,6,0,38,0,4,4,0,1,1,0,41,3,0,0,0,0,0,0,1,0,2,0,0,1,8,41,0,0,2,16,10,1,0,1,12,0,0,2,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,3,1,1,0,8,1,0,0,0,3,1,0,0,0,0,1,2,2,0,0,16,0,1,0,1,0
702,0,3,0,2,6,0,67,0,0,3,0,3,0,0,0,0,0,0,8,16,0,1,0,0,0,1,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,2,0,0,0,1,3,0,5,1,1,0,4,6,1,9,1,4,0,0,0,0,0,9,3,0,3,4,2,0,0,0,0,0,2,0,0,0,1,4,0,0,0,1,0,0,0,1,0,26,2,0,44,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,4,2,0,3,1,0,1,2,0,4,7,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,6,0,0,2,4,3,0,1,8,0,3,0,4,1,0,0,0,0,0,0,0,0,4,2,0,0,0,10,0,0,0,1,4,0,0,1,0,0,2,0,2,0,1,1,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,8,2,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,7,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,5,3,1,44,1,5,0,0,0
703,0,0,0,0,3,1,0,1,0,7,0,0,0,0,0,0,0,1,14,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,3,2,0,1,0,0,1,3,1,3,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,4,0,0,9,2,4,33,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,8,0,0,2,4,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1,1,0,11,0,0,0,1,1,0,0,0,0,0,0,2,0,4,0,0,0,0,4,0,1,1,0,5,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,4,0,1,1,1,3,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,2,0,0,0,51,0,1,2,8,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,4,0,0,8,3,2,0,0,0
704,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,4,4,1,0,2,0,3,0,0,0,0,1,0,0,2,0,0,0,84,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,3,0,0,1,0,0,0,0,0,6,2,1,0,0,1,0,0,0,1,0,8,4,0,0,0,0,0,2,1,0,1,0,0,0,19,8,0,3,0,0,0,1,4,27,3,0,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,4,1,0,0,1,1,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,35,26,0,1,2,0,1,0,0,19,4,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,2,2,16,3,0,0,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,1,0,0,9,0,0,1,0,0,1,2,0,0,0,1,0,0,2,0,0,0,7,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,14,1,0,1,1,0
705,0,8,0,0,2,0,0,5,0,3,0,0,0,0,1,0,0,0,1,5,0,0,0,0,3,0,0,1,1,4,0,0,2,1,0,21,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,3,1,2,1,3,4,0,0,8,5,2,0,1,0,0,0,2,1,0,2,1,0,0,0,2,0,0,2,1,0,0,0,4,0,1,1,1,0,0,0,1,0,8,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34,0,0,0,3,3,3,5,0,0,2,0,0,0,0,0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,0,0,1,1,2,2,2,0,6,1,2,2,0,1,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,2,0,10,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,1,0,0,1,2,0,0,0,0,1,1,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,6,5,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,18,8,2,59,3,1,0,0,0
